"transaction_id","customer_id","category","item","price_per_unit","quantity","total_spent","payment_method","location","transaction_date","discount_applied","recover_total_spent","recover_quantity","recover_price_per_unit"
"TXN_9493702","CUST_06","Computers and electric accessories",NA,NA,6,210,"Cash","Online",2023-09-14,NA,FALSE,FALSE,TRUE
"TXN_6663420","CUST_21","Food",NA,NA,7,287,"Credit Card","In-store",2023-06-12,TRUE,FALSE,FALSE,TRUE
"TXN_3038270","CUST_18","Milk Products",NA,NA,10,65,"Digital Wallet","Online",2023-09-24,FALSE,FALSE,FALSE,TRUE
"TXN_2201759","CUST_15","Butchers",NA,NA,2,70,"Cash","In-store",2023-11-15,NA,FALSE,FALSE,TRUE
"TXN_3087440","CUST_10","Milk Products",NA,NA,7,203,"Cash","Online",2024-06-11,NA,FALSE,FALSE,TRUE
"TXN_6508162","CUST_06","Beverages",NA,NA,2,79,"Credit Card","In-store",2024-05-08,NA,FALSE,FALSE,TRUE
"TXN_1495462","CUST_25","Milk Products",NA,NA,7,98,"Credit Card","In-store",2022-12-17,TRUE,FALSE,FALSE,TRUE
"TXN_5509504","CUST_02","Furniture",NA,NA,4,74,"Digital Wallet","Online",2023-06-20,TRUE,FALSE,FALSE,TRUE
"TXN_1495602","CUST_17","Patisserie",NA,NA,10,245,"Digital Wallet","In-store",2024-12-27,NA,FALSE,FALSE,TRUE
"TXN_6432290","CUST_17","Food",NA,NA,5,85,"Cash","Online",2024-09-25,NA,FALSE,FALSE,TRUE
"TXN_6383890","CUST_10","Butchers",NA,NA,3,105,"Credit Card","Online",2023-07-26,TRUE,FALSE,FALSE,TRUE
"TXN_6530143","CUST_17","Butchers",NA,NA,6,48,"Digital Wallet","Online",2023-10-12,NA,FALSE,FALSE,TRUE
"TXN_1772473","CUST_02","Milk Products",NA,NA,2,19,"Credit Card","Online",2023-03-26,NA,FALSE,FALSE,TRUE
"TXN_8209444","CUST_10","Computers and electric accessories",NA,NA,2,37,"Cash","In-store",2024-10-31,TRUE,FALSE,FALSE,TRUE
"TXN_6772439","CUST_23","Butchers",NA,NA,4,164,"Cash","Online",2023-10-15,FALSE,FALSE,FALSE,TRUE
"TXN_3841567","CUST_24","Electric household essentials",NA,NA,8,124,"Cash","In-store",2022-10-28,FALSE,FALSE,FALSE,TRUE
"TXN_2758823","CUST_17","Patisserie",NA,NA,9,126,"Digital Wallet","In-store",2024-01-06,NA,FALSE,FALSE,TRUE
"TXN_6566133","CUST_04","Butchers",NA,NA,9,126,"Credit Card","In-store",2022-07-27,TRUE,FALSE,FALSE,TRUE
"TXN_4563119","CUST_06","Computers and electric accessories",NA,NA,8,100,"Cash","Online",2023-01-03,TRUE,FALSE,FALSE,TRUE
"TXN_9221528","CUST_22","Beverages",NA,NA,6,84,"Credit Card","Online",2024-06-11,FALSE,FALSE,FALSE,TRUE
"TXN_5202455","CUST_09","Patisserie",NA,NA,1,26,"Cash","Online",2022-05-22,FALSE,FALSE,FALSE,TRUE
"TXN_4761736","CUST_12","Butchers",NA,NA,4,92,"Digital Wallet","Online",2022-04-22,FALSE,FALSE,FALSE,TRUE
"TXN_2364390","CUST_23","Milk Products",NA,NA,6,84,"Credit Card","Online",2023-01-31,NA,FALSE,FALSE,TRUE
"TXN_9035158","CUST_17","Computers and electric accessories",NA,NA,2,22,"Digital Wallet","In-store",2022-07-28,FALSE,FALSE,FALSE,TRUE
"TXN_3174034","CUST_10","Milk Products",NA,NA,10,140,"Digital Wallet","In-store",2022-08-11,FALSE,FALSE,FALSE,TRUE
"TXN_9758083","CUST_05","Milk Products",NA,NA,7,87.5,"Cash","Online",2022-08-11,FALSE,FALSE,FALSE,TRUE
"TXN_1563614","CUST_11","Butchers",NA,NA,5,25,"Credit Card","Online",2022-01-13,TRUE,FALSE,FALSE,TRUE
"TXN_6958546","CUST_16","Milk Products",NA,NA,2,13,"Cash","In-store",2023-11-08,NA,FALSE,FALSE,TRUE
"TXN_2596013","CUST_17","Beverages",NA,NA,4,110,"Digital Wallet","Online",2022-01-16,NA,FALSE,FALSE,TRUE
"TXN_9580803","CUST_14","Computers and electric accessories",NA,NA,5,115,"Cash","In-store",2023-07-13,NA,FALSE,FALSE,TRUE
"TXN_9938912","CUST_07","Butchers",NA,NA,1,21.5,"Cash","Online",2023-07-23,FALSE,FALSE,FALSE,TRUE
"TXN_8823017","CUST_06","Electric household essentials",NA,NA,10,320,"Digital Wallet","Online",2023-04-10,NA,FALSE,FALSE,TRUE
"TXN_4837386","CUST_09","Computers and electric accessories",NA,NA,4,74,"Cash","Online",2022-01-10,FALSE,FALSE,FALSE,TRUE
"TXN_4284755","CUST_07","Milk Products",NA,NA,4,92,"Cash","Online",2024-10-13,FALSE,FALSE,FALSE,TRUE
"TXN_5863318","CUST_18","Butchers",NA,NA,3,100.5,"Digital Wallet","In-store",2022-04-09,FALSE,FALSE,FALSE,TRUE
"TXN_1136695","CUST_18","Food",NA,NA,8,76,"Digital Wallet","In-store",2024-03-24,TRUE,FALSE,FALSE,TRUE
"TXN_5171717","CUST_05","Patisserie",NA,NA,6,48,"Credit Card","Online",2023-06-19,TRUE,FALSE,FALSE,TRUE
"TXN_3586844","CUST_13","Patisserie",NA,NA,4,32,"Cash","In-store",2024-11-05,TRUE,FALSE,FALSE,TRUE
"TXN_4288227","CUST_08","Butchers",NA,NA,8,292,"Cash","Online",2024-12-11,TRUE,FALSE,FALSE,TRUE
"TXN_6823305","CUST_20","Patisserie",NA,NA,9,342,"Credit Card","Online",2023-05-25,FALSE,FALSE,FALSE,TRUE
"TXN_6376468","CUST_24","Furniture",NA,NA,3,105,"Cash","In-store",2023-06-05,FALSE,FALSE,FALSE,TRUE
"TXN_2765031","CUST_17","Food",NA,NA,5,205,"Digital Wallet","Online",2024-11-08,TRUE,FALSE,FALSE,TRUE
"TXN_1791231","CUST_16","Furniture",NA,NA,5,55,"Credit Card","Online",2024-04-21,FALSE,FALSE,FALSE,TRUE
"TXN_4525178","CUST_12","Patisserie",NA,NA,7,203,"Credit Card","In-store",2022-09-18,TRUE,FALSE,FALSE,TRUE
"TXN_8514486","CUST_06","Computers and electric accessories",NA,NA,8,112,"Digital Wallet","In-store",2023-02-23,NA,FALSE,FALSE,TRUE
"TXN_1505264","CUST_11","Beverages",NA,NA,4,86,"Cash","In-store",2024-01-30,FALSE,FALSE,FALSE,TRUE
"TXN_6024315","CUST_18","Patisserie",NA,NA,3,118.5,"Credit Card","Online",2022-06-25,FALSE,FALSE,FALSE,TRUE
"TXN_9799191","CUST_11","Butchers",NA,NA,9,207,"Cash","Online",2023-10-19,TRUE,FALSE,FALSE,TRUE
"TXN_7966995","CUST_14","Computers and electric accessories",NA,NA,8,256,"Digital Wallet","Online",2023-03-24,FALSE,FALSE,FALSE,TRUE
"TXN_5534368","CUST_09","Milk Products",NA,NA,6,138,"Credit Card","In-store",2022-04-14,FALSE,FALSE,FALSE,TRUE
"TXN_3389252","CUST_18","Milk Products",NA,NA,5,70,"Credit Card","In-store",2022-10-26,NA,FALSE,FALSE,TRUE
"TXN_1991377","CUST_16","Food",NA,NA,7,171.5,"Cash","Online",2024-11-23,FALSE,FALSE,FALSE,TRUE
"TXN_6197590","CUST_10","Beverages",NA,NA,7,150.5,"Credit Card","Online",2022-08-15,TRUE,FALSE,FALSE,TRUE
"TXN_3119110","CUST_22","Food",NA,NA,8,88,"Cash","Online",2024-04-30,FALSE,FALSE,FALSE,TRUE
"TXN_4681123","CUST_14","Food",NA,NA,4,80,"Credit Card","Online",2024-11-30,FALSE,FALSE,FALSE,TRUE
"TXN_8539518","CUST_24","Computers and electric accessories",NA,NA,8,184,"Cash","Online",2022-03-31,FALSE,FALSE,FALSE,TRUE
"TXN_1095879","CUST_15","Beverages",NA,NA,10,65,"Digital Wallet","In-store",2023-02-04,TRUE,FALSE,FALSE,TRUE
"TXN_2201869","CUST_03","Beverages",NA,NA,9,193.5,"Digital Wallet","In-store",2022-07-26,TRUE,FALSE,FALSE,TRUE
"TXN_1518090","CUST_15","Milk Products",NA,NA,4,116,"Credit Card","Online",2022-03-06,NA,FALSE,FALSE,TRUE
"TXN_3782741","CUST_15","Electric household essentials",NA,NA,4,152,"Digital Wallet","In-store",2024-11-24,TRUE,FALSE,FALSE,TRUE
"TXN_8101070","CUST_09","Milk Products",NA,NA,9,328.5,"Credit Card","Online",2024-01-26,FALSE,FALSE,FALSE,TRUE
"TXN_4429872","CUST_03","Butchers",NA,NA,10,110,"Credit Card","In-store",2024-01-27,TRUE,FALSE,FALSE,TRUE
"TXN_2387612","CUST_08","Milk Products",NA,NA,5,152.5,"Credit Card","Online",2024-12-24,FALSE,FALSE,FALSE,TRUE
"TXN_8279458","CUST_01","Beverages",NA,NA,2,61,"Credit Card","Online",2022-07-03,TRUE,FALSE,FALSE,TRUE
"TXN_4317033","CUST_06","Electric household essentials",NA,NA,6,246,"Digital Wallet","In-store",2023-05-17,TRUE,FALSE,FALSE,TRUE
"TXN_2745229","CUST_22","Milk Products",NA,NA,8,100,"Credit Card","Online",2024-12-10,NA,FALSE,FALSE,TRUE
"TXN_3855536","CUST_04","Computers and electric accessories",NA,NA,10,410,"Credit Card","In-store",2024-09-27,TRUE,FALSE,FALSE,TRUE
"TXN_8494360","CUST_04","Patisserie",NA,NA,2,52,"Credit Card","Online",2024-09-27,NA,FALSE,FALSE,TRUE
"TXN_9580748","CUST_08","Food",NA,NA,5,152.5,"Credit Card","Online",2023-06-28,FALSE,FALSE,FALSE,TRUE
"TXN_1996371","CUST_10","Milk Products",NA,NA,2,64,"Credit Card","In-store",2022-01-19,TRUE,FALSE,FALSE,TRUE
"TXN_5475355","CUST_02","Electric household essentials",NA,NA,6,246,"Credit Card","Online",2024-01-08,FALSE,FALSE,FALSE,TRUE
"TXN_3681383","CUST_04","Electric household essentials",NA,NA,5,205,"Digital Wallet","In-store",2023-05-18,TRUE,FALSE,FALSE,TRUE
"TXN_4355077","CUST_24","Food",NA,NA,5,145,"Cash","In-store",2023-02-24,NA,FALSE,FALSE,TRUE
"TXN_2633599","CUST_10","Computers and electric accessories",NA,NA,8,52,"Cash","Online",2024-01-16,TRUE,FALSE,FALSE,TRUE
"TXN_7583357","CUST_01","Electric household essentials",NA,NA,4,92,"Digital Wallet","Online",2024-01-01,TRUE,FALSE,FALSE,TRUE
"TXN_8683777","CUST_03","Electric household essentials",NA,NA,2,61,"Digital Wallet","Online",2023-07-05,TRUE,FALSE,FALSE,TRUE
"TXN_6269570","CUST_25","Computers and electric accessories",NA,NA,6,129,"Digital Wallet","Online",2024-03-10,TRUE,FALSE,FALSE,TRUE
"TXN_5780655","CUST_11","Beverages",NA,NA,5,145,"Credit Card","Online",2024-11-12,NA,FALSE,FALSE,TRUE
"TXN_7375053","CUST_04","Computers and electric accessories",NA,NA,1,26,"Digital Wallet","Online",2022-11-27,NA,FALSE,FALSE,TRUE
"TXN_6397507","CUST_22","Patisserie",NA,NA,8,316,"Credit Card","In-store",2022-08-26,NA,FALSE,FALSE,TRUE
"TXN_9418439","CUST_23","Food",NA,NA,5,122.5,"Credit Card","Online",2022-03-06,FALSE,FALSE,FALSE,TRUE
"TXN_6862565","CUST_19","Electric household essentials",NA,NA,2,67,"Digital Wallet","Online",2024-09-01,NA,FALSE,FALSE,TRUE
"TXN_1255913","CUST_21","Patisserie",NA,NA,1,38,"Digital Wallet","Online",2024-01-18,FALSE,FALSE,FALSE,TRUE
"TXN_3396886","CUST_12","Milk Products",NA,NA,4,110,"Credit Card","In-store",2022-01-18,NA,FALSE,FALSE,TRUE
"TXN_6462918","CUST_07","Electric household essentials",NA,NA,7,87.5,"Digital Wallet","In-store",2024-04-15,TRUE,FALSE,FALSE,TRUE
"TXN_7117073","CUST_18","Beverages",NA,NA,6,93,"Digital Wallet","Online",2023-12-07,TRUE,FALSE,FALSE,TRUE
"TXN_5310579","CUST_18","Furniture",NA,NA,10,185,"Digital Wallet","In-store",2024-07-02,NA,FALSE,FALSE,TRUE
"TXN_2168603","CUST_16","Electric household essentials",NA,NA,2,22,"Digital Wallet","In-store",2023-07-23,TRUE,FALSE,FALSE,TRUE
"TXN_5916658","CUST_11","Milk Products",NA,NA,2,58,"Digital Wallet","In-store",2024-05-11,FALSE,FALSE,FALSE,TRUE
"TXN_6381262","CUST_05","Electric household essentials",NA,NA,8,268,"Cash","Online",2024-06-05,TRUE,FALSE,FALSE,TRUE
"TXN_4130110","CUST_20","Butchers",NA,NA,4,92,"Digital Wallet","In-store",2023-05-14,NA,FALSE,FALSE,TRUE
"TXN_8364453","CUST_08","Butchers",NA,NA,3,109.5,"Cash","Online",2023-02-28,TRUE,FALSE,FALSE,TRUE
"TXN_5596069","CUST_08","Electric household essentials",NA,NA,6,75,"Cash","Online",2024-06-04,FALSE,FALSE,FALSE,TRUE
"TXN_1505827","CUST_13","Computers and electric accessories",NA,NA,3,109.5,"Digital Wallet","Online",2025-01-18,NA,FALSE,FALSE,TRUE
"TXN_4181548","CUST_02","Furniture",NA,NA,9,58.5,"Cash","In-store",2023-03-19,TRUE,FALSE,FALSE,TRUE
"TXN_2894776","CUST_14","Electric household essentials",NA,NA,3,109.5,"Cash","In-store",2023-07-05,TRUE,FALSE,FALSE,TRUE
"TXN_8630147","CUST_11","Furniture",NA,NA,10,200,"Cash","In-store",2024-02-28,TRUE,FALSE,FALSE,TRUE
"TXN_6412787","CUST_11","Patisserie",NA,NA,2,43,"Digital Wallet","Online",2023-04-06,FALSE,FALSE,FALSE,TRUE
"TXN_6179719","CUST_08","Computers and electric accessories",NA,NA,4,50,"Digital Wallet","In-store",2022-03-29,FALSE,FALSE,FALSE,TRUE
"TXN_2773543","CUST_07","Furniture",NA,NA,10,320,"Cash","Online",2023-01-22,NA,FALSE,FALSE,TRUE
"TXN_7710993","CUST_17","Patisserie",NA,NA,1,24.5,"Digital Wallet","In-store",2023-10-23,TRUE,FALSE,FALSE,TRUE
"TXN_6027222","CUST_18","Food",NA,NA,2,82,"Digital Wallet","In-store",2024-06-10,FALSE,FALSE,FALSE,TRUE
"TXN_6720124","CUST_09","Computers and electric accessories",NA,NA,8,196,"Digital Wallet","In-store",2022-07-19,FALSE,FALSE,FALSE,TRUE
"TXN_4379762","CUST_17","Butchers",NA,NA,6,228,"Credit Card","Online",2024-08-06,TRUE,FALSE,FALSE,TRUE
"TXN_9823408","CUST_05","Computers and electric accessories",NA,NA,3,51,"Cash","In-store",2024-10-20,NA,FALSE,FALSE,TRUE
"TXN_6325212","CUST_03","Patisserie",NA,NA,8,244,"Digital Wallet","In-store",2023-06-07,NA,FALSE,FALSE,TRUE
"TXN_9014397","CUST_19","Electric household essentials",NA,NA,3,78,"Credit Card","Online",2022-04-22,TRUE,FALSE,FALSE,TRUE
"TXN_9682433","CUST_16","Patisserie",NA,NA,1,17,"Credit Card","Online",2024-11-29,TRUE,FALSE,FALSE,TRUE
"TXN_3925839","CUST_05","Food",NA,NA,9,261,"Cash","Online",2024-04-03,NA,FALSE,FALSE,TRUE
"TXN_5612175","CUST_03","Food",NA,NA,2,70,"Cash","Online",2025-01-16,TRUE,FALSE,FALSE,TRUE
"TXN_9464343","CUST_09","Milk Products",NA,NA,7,35,"Digital Wallet","Online",2022-11-11,FALSE,FALSE,FALSE,TRUE
"TXN_7764504","CUST_14","Milk Products",NA,NA,2,28,"Credit Card","In-store",2024-11-29,FALSE,FALSE,FALSE,TRUE
"TXN_1425560","CUST_23","Patisserie",NA,NA,10,320,"Digital Wallet","In-store",2023-02-02,NA,FALSE,FALSE,TRUE
"TXN_1046367","CUST_21","Computers and electric accessories",NA,NA,10,185,"Cash","In-store",2022-06-21,NA,FALSE,FALSE,TRUE
"TXN_1434329","CUST_10","Beverages",NA,NA,2,49,"Credit Card","In-store",2024-08-19,FALSE,FALSE,FALSE,TRUE
"TXN_1813718","CUST_03","Butchers",NA,NA,1,30.5,"Credit Card","In-store",2023-06-08,NA,FALSE,FALSE,TRUE
"TXN_6568038","CUST_05","Computers and electric accessories",NA,NA,2,79,"Digital Wallet","In-store",2023-12-16,NA,FALSE,FALSE,TRUE
"TXN_1211345","CUST_19","Furniture",NA,NA,7,66.5,"Digital Wallet","Online",2024-12-02,NA,FALSE,FALSE,TRUE
"TXN_3923033","CUST_05","Electric household essentials",NA,NA,9,207,"Credit Card","Online",2024-12-22,NA,FALSE,FALSE,TRUE
"TXN_9521709","CUST_12","Patisserie",NA,NA,10,245,"Cash","Online",2022-07-11,TRUE,FALSE,FALSE,TRUE
"TXN_2953972","CUST_15","Electric household essentials",NA,NA,2,46,"Digital Wallet","Online",2024-01-27,NA,FALSE,FALSE,TRUE
"TXN_7747407","CUST_08","Food",NA,NA,6,201,"Cash","Online",2024-04-09,FALSE,FALSE,FALSE,TRUE
"TXN_5026398","CUST_25","Butchers",NA,NA,9,328.5,"Digital Wallet","Online",2022-04-07,NA,FALSE,FALSE,TRUE
"TXN_7565406","CUST_15","Butchers",NA,NA,9,207,"Digital Wallet","Online",2023-10-06,FALSE,FALSE,FALSE,TRUE
"TXN_2046922","CUST_21","Milk Products",NA,NA,5,40,"Cash","In-store",2023-11-26,FALSE,FALSE,FALSE,TRUE
"TXN_3707017","CUST_10","Furniture",NA,NA,3,33,"Digital Wallet","Online",2024-04-04,FALSE,FALSE,FALSE,TRUE
"TXN_6912528","CUST_08","Computers and electric accessories",NA,NA,7,287,"Cash","Online",2024-04-13,NA,FALSE,FALSE,TRUE
"TXN_5628367","CUST_04","Food",NA,NA,3,123,"Cash","In-store",2023-01-29,NA,FALSE,FALSE,TRUE
"TXN_5533205","CUST_18","Furniture",NA,NA,7,276.5,"Credit Card","Online",2023-12-31,NA,FALSE,FALSE,TRUE
"TXN_3648215","CUST_01","Food",NA,NA,6,210,"Cash","In-store",2024-03-29,NA,FALSE,FALSE,TRUE
"TXN_7138571","CUST_13","Electric household essentials",NA,NA,4,140,"Cash","Online",2023-09-25,FALSE,FALSE,FALSE,TRUE
"TXN_5037301","CUST_21","Patisserie",NA,NA,9,45,"Digital Wallet","Online",2023-11-14,NA,FALSE,FALSE,TRUE
"TXN_7478863","CUST_22","Patisserie",NA,NA,2,49,"Cash","In-store",2022-05-16,NA,FALSE,FALSE,TRUE
"TXN_7303362","CUST_20","Furniture",NA,NA,10,110,"Digital Wallet","In-store",2023-11-02,NA,FALSE,FALSE,TRUE
"TXN_4624810","CUST_20","Electric household essentials",NA,NA,9,247.5,"Digital Wallet","Online",2023-11-08,FALSE,FALSE,FALSE,TRUE
"TXN_7450879","CUST_01","Beverages",NA,NA,4,134,"Credit Card","In-store",2024-03-29,FALSE,FALSE,FALSE,TRUE
"TXN_3275587","CUST_04","Computers and electric accessories",NA,NA,5,77.5,"Credit Card","In-store",2024-03-11,FALSE,FALSE,FALSE,TRUE
"TXN_9165564","CUST_02","Milk Products",NA,NA,3,100.5,"Cash","Online",2023-03-31,NA,FALSE,FALSE,TRUE
"TXN_2463351","CUST_19","Computers and electric accessories",NA,NA,10,65,"Credit Card","Online",2022-08-12,NA,FALSE,FALSE,TRUE
"TXN_7780561","CUST_06","Beverages",NA,NA,4,80,"Cash","In-store",2024-05-06,NA,FALSE,FALSE,TRUE
"TXN_3575373","CUST_17","Milk Products",NA,NA,9,45,"Cash","Online",2024-12-29,TRUE,FALSE,FALSE,TRUE
"TXN_6866951","CUST_04","Electric household essentials",NA,NA,9,301.5,"Credit Card","Online",2023-09-24,TRUE,FALSE,FALSE,TRUE
"TXN_7597821","CUST_01","Butchers",NA,NA,5,205,"Credit Card","In-store",2024-05-18,TRUE,FALSE,FALSE,TRUE
"TXN_1284380","CUST_06","Electric household essentials",NA,NA,4,62,"Cash","In-store",2023-07-14,TRUE,FALSE,FALSE,TRUE
"TXN_8221789","CUST_23","Furniture",NA,NA,10,110,"Credit Card","In-store",2024-06-12,NA,FALSE,FALSE,TRUE
"TXN_2691217","CUST_17","Furniture",NA,NA,2,40,"Credit Card","Online",2024-08-11,TRUE,FALSE,FALSE,TRUE
"TXN_9620521","CUST_14","Beverages",NA,NA,2,55,"Cash","Online",2022-07-19,FALSE,FALSE,FALSE,TRUE
"TXN_3503862","CUST_07","Patisserie",NA,NA,9,45,"Cash","Online",2022-03-08,TRUE,FALSE,FALSE,TRUE
"TXN_3978048","CUST_24","Electric household essentials",NA,NA,2,55,"Credit Card","Online",2024-04-26,TRUE,FALSE,FALSE,TRUE
"TXN_2854112","CUST_24","Milk Products",NA,NA,7,224,"Credit Card","Online",2024-01-23,TRUE,FALSE,FALSE,TRUE
"TXN_3971163","CUST_17","Butchers",NA,NA,9,45,"Digital Wallet","Online",2022-07-29,TRUE,FALSE,FALSE,TRUE
"TXN_7877933","CUST_15","Butchers",NA,NA,2,73,"Credit Card","In-store",2023-04-26,NA,FALSE,FALSE,TRUE
"TXN_9285109","CUST_20","Computers and electric accessories",NA,NA,2,64,"Cash","In-store",2023-12-26,NA,FALSE,FALSE,TRUE
"TXN_5341574","CUST_01","Computers and electric accessories",NA,NA,6,84,"Cash","In-store",2023-10-23,FALSE,FALSE,FALSE,TRUE
"TXN_4467507","CUST_01","Beverages",NA,NA,2,82,"Credit Card","Online",2023-07-24,TRUE,FALSE,FALSE,TRUE
"TXN_4989570","CUST_03","Food",NA,NA,7,87.5,"Digital Wallet","Online",2023-08-23,TRUE,FALSE,FALSE,TRUE
"TXN_5203845","CUST_16","Beverages",NA,NA,7,287,"Digital Wallet","Online",2022-11-15,NA,FALSE,FALSE,TRUE
"TXN_1322913","CUST_18","Food",NA,NA,4,80,"Digital Wallet","Online",2022-09-20,TRUE,FALSE,FALSE,TRUE
"TXN_3994804","CUST_03","Furniture",NA,NA,1,33.5,"Credit Card","In-store",2022-01-08,NA,FALSE,FALSE,TRUE
"TXN_5442078","CUST_08","Food",NA,NA,7,77,"Credit Card","Online",2023-07-31,TRUE,FALSE,FALSE,TRUE
"TXN_8670643","CUST_11","Milk Products",NA,NA,1,36.5,"Digital Wallet","Online",2022-12-18,FALSE,FALSE,FALSE,TRUE
"TXN_6845710","CUST_03","Milk Products",NA,NA,2,40,"Digital Wallet","Online",2024-11-23,NA,FALSE,FALSE,TRUE
"TXN_3033931","CUST_09","Milk Products",NA,NA,1,12.5,"Cash","In-store",2023-08-17,NA,FALSE,FALSE,TRUE
"TXN_4099276","CUST_17","Beverages",NA,NA,6,84,"Digital Wallet","In-store",2024-11-24,NA,FALSE,FALSE,TRUE
"TXN_8475688","CUST_05","Furniture",NA,NA,4,158,"Credit Card","In-store",2023-05-20,FALSE,FALSE,FALSE,TRUE
"TXN_6929636","CUST_17","Computers and electric accessories",NA,NA,2,16,"Digital Wallet","Online",2023-11-23,NA,FALSE,FALSE,TRUE
"TXN_1306295","CUST_15","Computers and electric accessories",NA,NA,5,32.5,"Digital Wallet","Online",2022-09-13,TRUE,FALSE,FALSE,TRUE
"TXN_7806205","CUST_08","Milk Products",NA,NA,3,109.5,"Digital Wallet","In-store",2023-03-03,NA,FALSE,FALSE,TRUE
"TXN_9478594","CUST_12","Computers and electric accessories",NA,NA,7,108.5,"Credit Card","Online",2023-01-12,FALSE,FALSE,FALSE,TRUE
"TXN_9649004","CUST_11","Butchers",NA,NA,2,49,"Cash","Online",2022-07-16,NA,FALSE,FALSE,TRUE
"TXN_2457102","CUST_18","Furniture",NA,NA,3,123,"Digital Wallet","Online",2022-03-10,TRUE,FALSE,FALSE,TRUE
"TXN_1044590","CUST_12","Electric household essentials",NA,NA,4,56,"Cash","Online",2024-05-07,FALSE,FALSE,FALSE,TRUE
"TXN_3957917","CUST_09","Milk Products",NA,NA,5,25,"Credit Card","In-store",2022-10-17,TRUE,FALSE,FALSE,TRUE
"TXN_7420327","CUST_05","Furniture",NA,NA,8,232,"Credit Card","Online",2023-02-24,TRUE,FALSE,FALSE,TRUE
"TXN_6437047","CUST_03","Electric household essentials",NA,NA,7,255.5,"Cash","Online",2023-03-28,NA,FALSE,FALSE,TRUE
"TXN_9427980","CUST_12","Beverages",NA,NA,8,124,"Cash","Online",2023-06-22,NA,FALSE,FALSE,TRUE
"TXN_3987229","CUST_25","Beverages",NA,NA,3,60,"Cash","Online",2023-02-11,FALSE,FALSE,FALSE,TRUE
"TXN_4848182","CUST_21","Food",NA,NA,4,146,"Credit Card","Online",2023-09-11,NA,FALSE,FALSE,TRUE
"TXN_9361358","CUST_13","Food",NA,NA,5,115,"Credit Card","In-store",2023-05-11,NA,FALSE,FALSE,TRUE
"TXN_5592249","CUST_07","Computers and electric accessories",NA,NA,8,136,"Cash","In-store",2023-03-14,TRUE,FALSE,FALSE,TRUE
"TXN_8653885","CUST_12","Food",NA,NA,7,182,"Credit Card","Online",2022-03-29,NA,FALSE,FALSE,TRUE
"TXN_8573044","CUST_23","Beverages",NA,NA,8,280,"Credit Card","In-store",2023-02-18,FALSE,FALSE,FALSE,TRUE
"TXN_2618457","CUST_02","Food",NA,NA,6,120,"Credit Card","In-store",2022-07-11,TRUE,FALSE,FALSE,TRUE
"TXN_5179270","CUST_20","Patisserie",NA,NA,2,79,"Credit Card","Online",2024-02-15,FALSE,FALSE,FALSE,TRUE
"TXN_4822005","CUST_10","Food",NA,NA,8,268,"Credit Card","Online",2023-02-26,NA,FALSE,FALSE,TRUE
"TXN_6051216","CUST_07","Computers and electric accessories",NA,NA,10,275,"Credit Card","Online",2022-09-23,FALSE,FALSE,FALSE,TRUE
"TXN_9302123","CUST_04","Food",NA,NA,3,69,"Credit Card","Online",2022-11-26,FALSE,FALSE,FALSE,TRUE
"TXN_8332080","CUST_08","Milk Products",NA,NA,7,192.5,"Digital Wallet","Online",2024-08-27,NA,FALSE,FALSE,TRUE
"TXN_9053395","CUST_11","Electric household essentials",NA,NA,10,230,"Digital Wallet","Online",2022-08-27,TRUE,FALSE,FALSE,TRUE
"TXN_2223571","CUST_24","Patisserie",NA,NA,9,288,"Credit Card","In-store",2022-11-14,TRUE,FALSE,FALSE,TRUE
"TXN_9887558","CUST_13","Electric household essentials",NA,NA,4,86,"Digital Wallet","Online",2022-03-17,TRUE,FALSE,FALSE,TRUE
"TXN_2559484","CUST_04","Computers and electric accessories",NA,NA,9,112.5,"Cash","In-store",2022-04-15,NA,FALSE,FALSE,TRUE
"TXN_5395629","CUST_14","Butchers",NA,NA,7,150.5,"Credit Card","Online",2022-08-24,TRUE,FALSE,FALSE,TRUE
"TXN_4275306","CUST_23","Electric household essentials",NA,NA,9,342,"Digital Wallet","In-store",2022-03-19,TRUE,FALSE,FALSE,TRUE
"TXN_1981233","CUST_05","Furniture",NA,NA,5,167.5,"Digital Wallet","In-store",2023-08-06,TRUE,FALSE,FALSE,TRUE
"TXN_9945945","CUST_11","Patisserie",NA,NA,3,118.5,"Cash","Online",2023-09-17,TRUE,FALSE,FALSE,TRUE
"TXN_5221911","CUST_09","Beverages",NA,NA,9,85.5,"Credit Card","Online",2023-07-09,FALSE,FALSE,FALSE,TRUE
"TXN_3599137","CUST_19","Milk Products",NA,NA,10,365,"Digital Wallet","In-store",2024-08-03,TRUE,FALSE,FALSE,TRUE
"TXN_2168164","CUST_05","Milk Products",NA,NA,5,40,"Credit Card","In-store",2024-08-26,TRUE,FALSE,FALSE,TRUE
"TXN_6400580","CUST_07","Furniture",NA,NA,9,301.5,"Credit Card","Online",2023-09-11,FALSE,FALSE,FALSE,TRUE
"TXN_8714514","CUST_04","Patisserie",NA,NA,7,98,"Digital Wallet","In-store",2022-08-19,NA,FALSE,FALSE,TRUE
"TXN_3878879","CUST_03","Computers and electric accessories",NA,NA,9,288,"Digital Wallet","In-store",2022-01-22,NA,FALSE,FALSE,TRUE
"TXN_8036579","CUST_01","Food",NA,NA,2,61,"Digital Wallet","Online",2024-05-23,TRUE,FALSE,FALSE,TRUE
